number,value,params_lambda,params_w,user_attrs_accuracy
189,0.7666666666666667,0.2617241983411282,17,0.7666666666666667
190,0.8333333333333334,0.027798372450786632,18,0.8333333333333334
191,0.7666666666666667,0.4048099899605976,12,0.7666666666666667
192,0.8333333333333334,0.14059963418070703,15,0.8333333333333334
193,0.8,0.1840729248187353,13,0.8
194,0.8333333333333334,0.11105101094026777,11,0.8333333333333334
195,0.8333333333333334,0.06167311666818062,9,0.8333333333333334
196,0.8333333333333334,0.07542606232426682,14,0.8333333333333334
197,0.7666666666666667,0.2944871952137992,10,0.7666666666666667
198,0.8333333333333334,0.04068969115319405,17,0.8333333333333334
199,0.8,0.1661956180243532,7,0.8
